MEHT (feet),C Marker (feet),Decision Altitude (feet),Vertical Speed at Threshold (feet/min),Wind Speed (knots),Wind Direction (degrees),Runway Condition,PAPI Status
38.233458755346504,802.7545438017743,678.905787249069,761.2965029268526,18.837381599284583,218.07999784614412,Snowy,Mixed
40.00246493372184,539.7260777940403,643.9291385654235,586.569524021699,25.98862102507156,350.16414740055103,Icy,High
35.59863519639656,930.630366932977,598.3900071749329,609.9192213840361,4.824561264032026,359.8582852396494,Dry,Mixed
30.357630658036353,812.737600195075,600.2449185499181,644.4192767621273,28.814827927454772,32.79793385996183,Dry,Mixed
37.093525010570836,737.3332333712544,603.4988101267646,314.3103656006902,21.403293511684883,285.78424237669765,Wet,Mixed
49.37807247342374,632.513486862744,682.290448441039,686.7702519801819,15.047424663335619,36.633185563380884,Wet,Mixed
31.337347491211414,644.7310571676321,350.294388972078,643.0420606521222,23.935268150934554,186.7528784350872,Dry,Mixed
34.93904052623396,606.2488077359893,355.62774313016223,770.88079970079,27.023337498579632,325.09659545492036,Wet,Mixed
40.864766037647726,862.9783285130064,382.6144061600207,475.28898777521346,23.06563691877865,182.84819726585332,Wet,High
32.24650812360604,926.0135048795853,463.07948289926003,370.79346125692655,21.65304650916358,6.533815008107675,Snowy,Mixed
36.169910484930675,807.2489430653411,570.8422168624052,505.2400222684987,26.61805661705616,305.57463716904,Wet,Mixed
42.921140735277376,702.3380330802552,410.175003297717,677.8690134061555,28.62946969079908,127.8311402720803,Icy,Mixed
30.212645351181866,592.9066627938566,509.6585295861369,632.7541079815644,17.969727559029796,208.50571799942537,Icy,Mixed
34.75462282210904,910.0721172851975,414.0823407459057,636.9192894632217,21.084377935944353,236.20665499224464,Dry,Mixed
32.474879771143975,617.2440286908155,684.2240448777443,545.1545742849958,27.33457384474681,149.80857524694298,Icy,Low
47.45245699692787,894.6479785503243,400.06585577992905,740.0030414764362,2.3775290999166874,181.5396450757111,Icy,Mixed
38.92429647609423,634.9399324077341,381.77489549324304,458.77429206383783,5.80573873531921,143.25218072677666,Wet,Mixed
45.05392721533457,592.499636390029,336.73032562619443,658.149415961663,26.39796685864256,344.4342341237782,Icy,Mixed
40.72858685028837,540.4997617718112,323.8471750893153,590.1611708944992,18.280067264682724,153.7012765108372,Icy,High
39.95844320826361,527.3242513327777,418.2368879280607,754.4645218651032,15.900883909687288,264.714970335885,Wet,Mixed
31.333081526137455,738.1826334727325,567.3013524987467,492.9359887276997,25.93449878466581,68.88555997094241,Snowy,Low
31.862961818370973,832.6459817408569,349.3371270600299,505.4455760163823,6.574529539309114,83.4957010491891,Icy,Low
39.850565335804426,646.4607284104285,338.5875335415576,618.8389045460046,22.287293588008637,114.62250165363326,Icy,Mixed
32.68854267437536,741.5701226599983,323.11842880684065,793.5988433770826,6.403588005287978,206.6625675866137,Snowy,Mixed
47.934610968145456,948.0132910596606,624.5868201772331,463.72113392596475,20.876402981587017,104.87703161153952,Icy,High
44.19522985108322,708.5989450062727,531.0134831753362,641.2212135255625,4.033649446944355,155.50789935948063,Wet,Mixed
41.3112115883729,631.3395243232195,582.730445188408,793.4558580237863,22.98922247676422,204.95526420311188,Dry,Mixed
35.616083817487706,659.6989783063195,307.4561105717019,666.2747310664693,2.6464204422721993,3.2854488527478276,Dry,Mixed
34.391577541916476,739.3605745799919,434.1932438413461,544.3450982010686,24.88041086415609,135.30483062648761,Dry,Low
49.81800953053384,533.7259219057553,518.0970624158219,581.1388463283608,5.6818420185040655,181.11842231654092,Icy,High
38.66700291769651,599.6396475027119,561.7840502040475,636.7269639123933,25.518455736179575,69.32591340600688,Icy,Mixed
45.12692022734538,548.0785169510964,397.5836359677754,472.5691500997327,4.871313180694971,220.78931827732973,Dry,High
37.20723432430337,816.6098799554247,369.254673117353,571.7992001173238,17.567001951445302,0.6413615697745234,Icy,Mixed
33.23167278432676,926.4121934970048,501.1847154118627,514.8049194179853,12.332537043757656,68.34856671584726,Icy,Low
31.446128662112287,903.9963260977146,311.1927151546462,419.1869630855161,6.249003077448271,154.47997149115037,Wet,Low
44.510284936613765,681.3430387706065,552.599028011002,570.3852070695276,13.221666609170176,144.44004433650576,Icy,High
43.8499659802014,972.5219684145336,346.70323002661473,303.3262722925309,26.495746357398392,316.3300265526803,Wet,Mixed
33.05293564419408,747.1806207251178,339.34067633900395,722.2388308755374,15.743755449948589,226.05079193664326,Dry,Mixed
38.88366137102156,893.812747688246,490.6317634698657,785.5022861849918,21.48085691675913,244.4148191002292,Snowy,Mixed
45.053305959151004,564.2478210048916,464.6205806293624,697.4519789998901,13.26131755010357,188.7670121697793,Icy,Mixed
45.890121361398016,618.8170061099678,617.5496517503152,743.4900375368965,18.687327948595073,330.49040694344785,Dry,Mixed
34.00479941536393,795.7580493803086,646.8162931873314,417.608279948766,26.16857995893255,90.90324058422854,Snowy,Low
44.74520013773841,645.4960747147459,401.92749544976266,444.00612989130735,20.79396494754717,268.1802667546489,Dry,High
37.21169037140085,936.9245879804005,302.61069198401185,549.5261056756578,14.369160005369556,113.57701248740673,Wet,Mixed
46.57114536920254,965.1885065040956,326.9781838408259,750.50277367682,25.704409997615773,31.991243378505416,Dry,Mixed
37.85154242793284,502.56591208798557,490.32724191776003,536.9860278698623,10.062742075732107,244.4611481527254,Icy,Mixed
46.4861893484255,745.6375174770342,641.8527084910922,665.2061541185464,1.402133592288477,249.55019562671282,Snowy,Mixed
44.80149003323319,781.8214716537327,640.6734634290239,512.2489492017635,0.22445968783331383,166.92203029008004,Snowy,High
31.021493914577132,858.1574090935853,305.5814974605938,346.6823455564007,27.492777676604135,266.8731657788604,Dry,Mixed
49.41053648361503,726.1092475155818,623.7220905738118,419.68762289814555,8.345126947981198,219.29152991393698,Snowy,High
34.20255089534491,752.3113710312078,640.6630092854446,317.75038492833323,15.501190285648546,163.87325255815782,Dry,Mixed
49.6409636732715,710.7585414467351,507.9515637159599,528.9998100696363,8.278812435021022,280.4759070808536,Snowy,High
39.65922051786329,749.2808670790037,370.14149295059485,781.1514837925959,17.35479095644145,282.2863701199287,Wet,Mixed
42.57066458755999,907.485318605871,569.4616552042608,527.1579323339528,13.20174905925541,235.82104108794275,Wet,High
47.10248829960348,959.6877936620072,390.3676618722122,685.0111806727684,12.61094918881485,279.7541657717925,Wet,Mixed
43.75510111324666,814.2778671762535,346.1698128650148,507.0470124651648,18.664421964939226,21.915197104701964,Snowy,High
49.55372050231149,590.0890468406855,423.13627131572207,491.0477777994296,0.9669610331537837,219.07563149206484,Dry,High
41.067385834963176,611.4319910332966,356.06865756776824,767.320382265662,12.923244321173769,184.73129903309703,Dry,Mixed
46.74698303573757,989.931559820461,471.75122080404276,468.11313366599717,2.7161201662016534,16.136156448609302,Dry,High
37.24112502967761,918.3346390947373,391.7452415520032,688.6553818172248,1.9013024185011451,113.12675618516771,Snowy,Mixed
44.955514270996936,728.1866763177215,564.5258427364245,649.8382936483213,22.903254632858186,156.3288920995995,Wet,Mixed
48.53761358444025,515.7717652295071,382.83029391993216,783.0349239614012,29.781704404491126,4.2624429371901496,Snowy,Mixed
45.760729373122885,735.0306146925053,603.3013090642091,403.4060694218417,5.731732127566627,273.1262410646195,Snowy,High
40.54936799066521,601.357154004986,673.3056995121517,517.0441457613509,8.381775877952526,46.464135891229226,Wet,High
36.90674501261729,874.6831507499337,591.4422329824208,473.6017452193606,7.451979930061311,36.24866613780086,Snowy,Mixed
39.55850737726373,579.9666803578255,425.70032531808016,443.95502504996034,16.796945171926705,151.2431472066194,Snowy,Mixed
36.248760900567405,769.2268272715191,382.4873772833745,713.3872340065986,16.68569347144068,95.70519589130359,Wet,Mixed
45.42062845472593,632.8060149370757,460.7647218253885,672.8706647537983,14.37589070387044,196.3789583879219,Dry,Mixed
46.36275383609787,545.5373512453755,311.0368277128419,383.7736671180653,21.612998169729643,98.71490290746813,Dry,Mixed
49.4877497785618,813.846640487589,454.6628050504488,784.222419560011,16.329207897783064,272.53775840197636,Wet,Mixed
47.037993816409276,849.0658607189046,442.31603891849784,730.4408548202441,3.8053674675875895,99.63777868176605,Icy,Mixed
30.211752508092616,722.5680740880609,399.83896672008973,421.0709222011956,25.684833905540106,67.08609015934312,Snowy,Low
43.169265761017726,604.9249859399761,581.4164448360373,664.1754078723767,6.947500611313478,351.54736680983945,Snowy,Mixed
47.22342286643757,933.8857011376726,355.17182153738486,562.6610377320986,26.434922044029676,328.1533588084987,Icy,High
46.65236905377979,908.9786102887424,559.4057098587225,393.8315849729693,19.75277744342675,122.35919572329477,Snowy,Mixed
49.98750774947936,561.9030128303972,500.3158210797746,629.8728244936841,0.2034223297217319,141.31732429415308,Snowy,Mixed
40.15610401080524,641.5504120022811,388.43472962154556,644.3484083227909,11.382823490517255,198.2277687856327,Snowy,Mixed
48.28493333828128,891.3002019592209,625.0990353507293,346.9157960768576,9.058575078586546,223.98287818343553,Snowy,Mixed
39.738106540049046,582.3511833976459,397.42264757370344,708.7088964410204,27.93816902938789,123.48299010157385,Dry,Mixed
49.12015996007691,713.0390091021867,452.13697811923817,580.7662490441614,15.602718018630826,161.59888251817316,Snowy,High
38.87374648187298,863.2090004787831,396.46708097193505,333.50895408334975,13.517559315501323,109.77269985418384,Snowy,Mixed
30.83047470346326,588.9763051027171,512.8025624490217,372.63901265930696,3.4438293815890306,234.40163282019745,Icy,Mixed
43.26071485787909,512.8596595131155,394.6803181093074,797.5918666026157,1.0674267517470293,268.47027659088286,Icy,Mixed
44.721540180750814,551.1790656108271,593.7379803357577,304.13356099069455,17.753093602476955,149.3489744032074,Snowy,Mixed
30.682805030177008,522.9996429668832,351.77734854994463,420.1829075411844,29.10630114764039,177.12311687389823,Snowy,Low
40.64113791067537,769.582406713481,341.3868032550402,597.3599849507955,29.61795287554016,69.85380231108512,Snowy,High
45.720684029367526,883.7192089927208,545.6527000387218,535.9614931119811,7.544863693476383,2.5073953986312736,Dry,High
33.43685584290151,633.1693245560084,620.7023493453064,349.6657907993912,22.859608456048356,218.03741029577918,Icy,Mixed
35.933597566272304,907.7312184438938,582.0662068365542,740.157366877948,17.326431072588854,95.30522339443652,Snowy,Mixed
37.596210033771165,635.570822065329,308.4822695606323,661.2290967237205,7.2794268824956765,304.0952428275042,Snowy,Mixed
41.816555866248464,956.7099973883796,640.7426886929097,749.9518216763505,28.876224474179953,234.06892850944055,Wet,Mixed
42.60754389200552,910.6703619196808,588.2703890344832,767.0602102733432,25.19005130925901,287.3260221000081,Snowy,Mixed
31.23074045275188,723.6862611586316,448.62110378520447,526.8844490599215,12.71665432100503,222.3203809119964,Dry,Low
34.38168815499719,510.5610189269641,377.0892966060827,350.52880257855736,28.856490257736876,310.46275618525596,Dry,Mixed
33.93546134729051,855.2255427026146,604.5483108224051,336.4462025136219,9.28068232453481,176.4330142330803,Icy,Mixed
40.360566178637164,928.9236025313177,441.3651851617544,652.4243708658896,8.637982517116917,163.2047222659814,Icy,Mixed
31.353003571194748,881.2949834988165,491.34993608191957,533.21563804836,21.050308159178275,284.0842946970378,Icy,Low
35.31112513287394,990.565058301029,523.7142071843865,426.8105895324563,6.492650142945351,10.844950058018995,Snowy,Mixed
46.137770077051144,744.9594069431361,591.8929779627466,586.5287020588821,23.714033556920192,346.64452695596304,Dry,High
37.79312523748797,914.7441405714283,502.5999332550717,536.8370489787751,1.3273189345948377,287.63988654227893,Wet,Mixed
49.57076764647611,984.6594259866538,688.6820510367454,327.4842700152373,0.2475993242342167,166.29026103575683,Snowy,Mixed
40.327827420713945,576.9152017883869,622.6380198489483,552.1381608885442,4.313185621741052,104.76732057618625,Snowy,High
31.62290519785806,808.1648607928319,452.15676320320915,737.6025566037624,18.287301335829227,166.30907747830594,Icy,Mixed
35.0463518772395,805.2944653609652,654.2716188007539,697.4925630484338,26.273133462323543,82.4576296422747,Icy,Mixed
38.23558251170755,512.4312565918814,511.2725669571248,777.4670310974525,23.7402619902426,114.86240072515851,Icy,Mixed
42.50741670773113,857.2363257631475,540.9786375265159,369.9740690348742,24.995739700420774,305.62796667306765,Dry,Mixed
35.786540686800514,827.418585064949,616.477370039155,574.0171428682997,27.25601362646104,118.19424219921042,Icy,Mixed
38.904928833066585,789.2597634390747,358.409979937388,742.3422731959583,4.117783974845541,221.25474720786116,Dry,Mixed
39.0347668257809,744.2221847567977,456.0811780522674,568.6406896185799,24.507092591907917,303.0487367368653,Snowy,Mixed
43.35308180007196,598.1131167547292,420.23513228185647,511.16828280737934,15.384917105076845,238.0779803122976,Wet,High
36.39235817798365,871.2588619156343,441.56245254682415,731.8526847845003,25.26026107279247,214.4776628888416,Wet,Mixed
31.13141508383394,566.2286069445533,584.8958415313325,434.30889729369187,24.063357617808098,321.68484786644404,Snowy,Low
46.30539029209417,749.7188589701037,476.78020241524956,693.1630729520423,10.48726645685391,299.00699306117565,Wet,Mixed
31.945599896083458,612.1790842846765,491.5584907817381,722.3180006961485,13.858175222952774,182.05400921774137,Snowy,Mixed
36.57588105816006,913.3004143777804,638.4631179506428,466.33849501555267,12.873449341740331,321.57517387580276,Snowy,Mixed
30.347105266344506,663.8204284537184,668.8074343281537,696.3864804856041,23.385886708730162,344.5928368495463,Dry,Mixed
48.448944721257696,654.7030492856488,615.4848431470621,378.43840281396683,2.8062969649380043,85.20100063963272,Snowy,Mixed
36.60178658219298,915.2656066703528,588.919159393651,546.4620694833121,11.245653930261435,24.37443595484407,Wet,Mixed
35.316833441855145,852.1049455116329,611.4718138563876,790.329050364963,9.694126365990174,69.75783813192002,Icy,Mixed
48.80542455380638,894.8245573034776,485.59002791101943,568.4420635716752,13.44510223664701,216.22146219857936,Snowy,High
45.96317413691272,803.7216119972364,461.6449943461333,644.729925297467,23.1891982813575,352.48005584189957,Wet,Mixed
33.18143592240407,813.8688074335038,482.6594444974002,655.1367860435803,3.2630539827788843,341.1180486624459,Wet,Mixed
43.76208275730896,926.6949066329887,399.28255485689914,357.45962633658894,23.528833638030537,197.79413933804125,Dry,Mixed
44.70286323331919,968.0473192197242,409.9533432581417,686.7450414246032,13.122662203383438,202.28829786337107,Dry,Mixed
30.53198425509651,579.0384142743173,452.85310779936503,405.8045023763322,21.259748959710663,264.38602481282453,Wet,Low
36.4716350460474,954.6192873340138,684.5745803326694,544.1506128842838,1.072020857080721,325.1022491117281,Dry,Mixed
37.998412209019335,891.0790102086614,547.2146379331266,444.1072723860228,8.446837447894582,310.30357182370324,Icy,Mixed
48.906018942479854,939.7436080286194,393.1027893813117,643.0678726361268,22.0612946901285,47.71773835561203,Wet,Mixed
49.38571149839232,941.5167514856091,678.5912159982236,679.6339963081175,13.707628670088706,163.44552921674244,Snowy,Mixed
33.55841478595507,556.6622341853189,602.6705858169482,756.5878677877372,7.590857947491077,137.85271002894686,Snowy,Mixed
30.295700340187878,848.4234043053037,529.8678040421819,614.4427250790179,10.055222767650038,59.703215400463904,Wet,Mixed
45.242048653670984,659.588846366384,662.890743035977,318.73523425245804,23.944460865214854,70.20415072066432,Dry,Mixed
47.01064573381265,807.8829045153847,514.822038327432,427.78063192392125,27.08624115829375,89.37860949701087,Dry,High
46.403404072119756,600.5668341898414,436.6012837184976,331.0574478343319,23.664601371122888,173.18515106240412,Dry,Mixed
49.86441645767535,735.8330627046089,338.5167244612159,455.71741537179594,10.377446205988978,58.751727162369676,Icy,High
38.19164097565616,949.6574159563443,457.77666894157863,560.3220535559401,1.1060892750640694,171.01930996240293,Dry,Mixed
45.726551594687635,761.6531131660013,514.1376335117204,343.20513296888714,1.490020437570082,90.26219734968235,Snowy,Mixed
42.5242130619573,826.458793608045,676.2390054881726,699.8614787826639,25.863157269148015,233.44408133754598,Dry,Mixed
37.12381311839065,889.5795325399702,413.9417006822786,439.940635637037,6.599468642276528,272.8171305884487,Dry,Mixed
39.64896010828932,770.2439605987931,318.5897673413103,330.753956207475,28.800070495873065,124.9167966278662,Wet,Mixed
47.053681329446334,921.2471562046571,593.9808975966857,540.9076276105201,0.40970157784654293,218.27225644487413,Snowy,High
39.804875066309776,579.0712593041093,305.30058103518985,542.08470202433,18.762065898925773,93.24008072814921,Dry,Mixed
30.54511804779024,856.4129496814706,561.0173696530106,330.45994263425206,22.209224528974218,354.9798410050252,Icy,Mixed
49.468824015590016,858.6888044758705,668.9545362835465,570.3434186948883,27.022982377127416,193.15734872621138,Icy,High
33.047034168456165,840.9726876780445,481.52288556119385,318.6306223469412,2.5543747228491984,339.1900446311134,Dry,Mixed
30.480755507428828,553.495225416378,659.6837596846192,745.6110399303768,1.4226309579014262,188.9903240899861,Icy,Mixed
39.626024370567336,861.9326911009214,479.27627612588276,610.6551165208497,13.706843240212924,37.12740204364276,Snowy,Mixed
30.647421400640354,746.6347291187407,651.5357395531574,368.6440851032038,11.867560129661948,85.8638788021062,Dry,Mixed
45.53487081192479,845.7818662471826,310.7592198292787,406.2538770212838,20.261508762334692,261.8469173705948,Wet,High
34.487470841446665,541.0384309916715,616.7039554056478,349.2571824103346,24.48990900424104,109.1620540748432,Snowy,Mixed
40.34874192623361,759.2330006359255,390.5916963646987,689.2222054266166,15.655084690429744,327.44060338571745,Wet,Mixed
31.9377508493621,538.9945135406465,345.89954134908135,512.2921628975029,11.555580239385472,48.48027307919811,Snowy,Low
37.87481190943084,866.8454182532599,429.8908515588567,567.5769507468734,17.16782413499236,70.27607570882161,Wet,Mixed
47.789364999675485,617.032991809378,568.3256200079111,657.4220231382455,9.642362010960522,140.2956517979113,Snowy,Mixed
47.556563205404785,789.2878848448647,682.8573561126726,717.8688212475759,19.53710747470614,12.023937187507666,Dry,Mixed
44.646578313520514,507.6413220411182,317.17719034022093,618.5257301546292,25.13177402653119,128.61306001024502,Icy,Mixed
